Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"MasterClass Shallow Casserole Dish with Lid, Lightweight Cast Aluminium, Black, 4 Litre / 28 cm
Material Aluminium
Brand MasterClass
Colour Black
Shape Round
Item weight 1.77 Kilograms
Product care instructions Oven Safe
REVOLUTIONARY CAST ALUMINIUM: This shallow casserole dish conducts heat quickly like cast iron, but is very light and easy to handle
IMPRESSIVE STRENGTH: Finished with two tough protective layers, it offers excellent non stick performance and resists nicks and scratches
HOB TO OVEN CASSEROLE DISH: It's oven safe to 200 degree Celcius and has a stainless steel base for use on all hobs including induction
PRO FEATURES: A self-basting lid retains delicious flavour during slow cooking and a pair of sturdy side handles make for easy lifting
Includes MasterClass's 25 years guarantee; measures 28 cm wide at the top
Brand MasterClass
Model Number MCMSCRD28
Colour Black
Product Dimensions 38 x 28 x 16 cm; 1.77 Kilograms
Capacity 4 litres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 1.77 kg
","MasterClass Shallow Casserole Dish with Lid, Lightweight Cast Aluminium, Black, 4 Litre / 28 cm
REVOLUTIONARY CAST ALUMINIUM: This shallow casserole dish conducts heat quickly like cast iron, but is very light and easy to handle
IMPRESSIVE STRENGTH: Finished with two tough protective layers, it offers excellent non stick performance and resists nicks and scratches
HOB TO OVEN CASSEROLE DISH: It's oven safe to 200 degree Celcius and has a stainless steel base for use on all hobs including induction
PRO FEATURES: A self-basting lid retains delicious flavour during slow cooking and a pair of sturdy side handles make for easy lifting
Includes MasterClass's 25 years guarantee; measures 28 cm wide at the top
","Material Aluminium
Brand MasterClass
Colour Black
Shape Round
Item weight 1.77 Kilograms
Product care instructions Oven Safe
Brand MasterClass
Model Number MCMSCRD28
Colour Black
Product Dimensions 38 x 28 x 16 cm; 1.77 Kilograms
Capacity 4 litres
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 1.77 kg
",metal,black,1.77kg,4L,38,28,16,lid;handle
"Le Creuset 51101300010202 TNS 30x6.5cm Frying Pan w/Helper Handle, Aluminium
Material Aluminium
Brand LE CREUSET
Item diameter 30 Centimetres
Item dimensions L x W x H 55 x 31.1 x 9.6 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Deep frying pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance), Glass lid sold separately
Everyday cooking on medium to low heat settings, Heats evenly with lasting heat retention, Seals food with delicious caramelised flavours
Easy to use and clean: Oven safe to 260°C, Suitable for all hob types (incl. induction), Ergonomic cast stainless steel handle, Easy-handwash, Dishwasher safe
Contents: 1 x Le Creuset Toughened Non-Stick Deep Frying Pan, 1 x Care and Use Booklet, Ø 30 cm, Dimensions: 55 x 31.1 x 9.6 cm, Induction Base Ø : 22.7 cm, Weight: 1.84 kg, Colour: Black, 962002300
Product Dimensions 55 x 31.1 x 9.6 cm; 2.2 Kilograms
Item diameter 30 Centimetres
Dishwasher safe? Yes
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 30x6.5cm Frying Pan w/Helper Handle
Item weight 2.2 Kilograms
","Le Creuset 51101300010202 TNS 30x6.5cm Frying Pan w/Helper Handle, Aluminium
Deep frying pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance), Glass lid sold separately
Everyday cooking on medium to low heat settings, Heats evenly with lasting heat retention, Seals food with delicious caramelised flavours
Easy to use and clean: Oven safe to 260°C, Suitable for all hob types (incl. induction), Ergonomic cast stainless steel handle, Easy-handwash, Dishwasher safe
Contents: 1 x Le Creuset Toughened Non-Stick Deep Frying Pan, 1 x Care and Use Booklet, Ø 30 cm, Dimensions: 55 x 31.1 x 9.6 cm, Induction Base Ø : 22.7 cm, Weight: 1.84 kg, Colour: Black, 962002300
","Material Aluminium
Brand LE CREUSET
Item diameter 30 Centimetres
Item dimensions L x W x H 55 x 31.1 x 9.6 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Product Dimensions 55 x 31.1 x 9.6 cm; 2.2 Kilograms
Item diameter 30 Centimetres
Dishwasher safe? Yes
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 30x6.5cm Frying Pan w/Helper Handle
Item weight 2.2 Kilograms
",metal,other,2.2kg,other,55,31.1,9.6,lid;handle
"Premier Cookware Essentials Frying Pan with Lid - Non Stick Fry Pan with Glass Lid - Induction Suitable Saute Pan - 28cm
Brand Premier Cookware
Has non-stick coating Yes
Dishwasher safe? Yes
FRYING PAN WITH LID: Unlike your regular frying pan, the Essentials Frying Pan comes with a glass lid, giving you multiple options when using the pan. Use as either a non-stick fry pan or alternatively use the piece as a shallow saute pan. Whatever your needs for the piece it is sure to fulfill them.
ANY HOB TYPE: The non stick fry pans are suitable for all hob types including induction meaning they can easily find their way into your kitchen for practical use! Being made out of aluminium allows for heat efficiency, meaning quick heating throughout the whole pan.
NON-STICK: The pans are coated in a durable non-stick coating meaning you can use them without having to worry about using excess oils to prevent sticking to the pans. Allowing easy cooking without needing to worry about having to scrub them after use to get food off them.
DISHWASHER SAFE: The pans are fully dishwasher safe meaning that you have easy and hassle free cleaning after use.
SIZE: The frying pans are available in 3 different sizes, allowing you to pick out the perfect size for your cooking needs. Small or big, the essentials frying pan range has you covered.
Brand Premier Cookware
Package Dimensions 49 x 31.5 x 8.7 cm; 1.52 Kilograms
Item Weight 1.52 kg
","Premier Cookware Essentials Frying Pan with Lid - Non Stick Fry Pan with Glass Lid - Induction Suitable Saute Pan - 28cm
FRYING PAN WITH LID: Unlike your regular frying pan, the Essentials Frying Pan comes with a glass lid, giving you multiple options when using the pan. Use as either a non-stick fry pan or alternatively use the piece as a shallow saute pan. Whatever your needs for the piece it is sure to fulfill them.
ANY HOB TYPE: The non stick fry pans are suitable for all hob types including induction meaning they can easily find their way into your kitchen for practical use! Being made out of aluminium allows for heat efficiency, meaning quick heating throughout the whole pan.
NON-STICK: The pans are coated in a durable non-stick coating meaning you can use them without having to worry about using excess oils to prevent sticking to the pans. Allowing easy cooking without needing to worry about having to scrub them after use to get food off them.
DISHWASHER SAFE: The pans are fully dishwasher safe meaning that you have easy and hassle free cleaning after use.
SIZE: The frying pans are available in 3 different sizes, allowing you to pick out the perfect size for your cooking needs. Small or big, the essentials frying pan range has you covered.
","Brand Premier Cookware
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Premier Cookware
Package Dimensions 49 x 31.5 x 8.7 cm; 1.52 Kilograms
Item Weight 1.52 kg
",other,other,1.52kg,other,49,31.5,8.7,lid
"Le Creuset 51112300010002 TNS 30x4.5cm Frying Pan, Aluminium
Frying Pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance). Glass lid sold separately
6-layer construction including a 3-layer PFOA-free, reinforced non-stick coating, Metal utensil safe, Easy food release, No seasoning required
Everyday cooking on medium to low heat settings, Heats evenly with lasting heat retention, Seals food with delicious caramelised flavours
Easy to use and clean: Oven safe to 260°C, Suitable for all hob types (incl. induction), Ergonomic cast stainless steel handle, Easy-handwash, Dishwasher safe
Contents: 1 x Le Creuset Toughened Non-Stick Shallow Frying Pan, 1 x Care and Use Booklet, Ø 30 cm, Dimensions: 50.9 x 31.1 x 7.8 cm, Induction Base Ø : 23.7 cm, Weight: 1.43 kg, Colour: Black
Depth : 4 cm
Product Dimensions 50.9 x 31.1 x 7.8 cm; 1.8 Kilograms
Item diameter 30 Centimetres
Dishwasher safe? Yes
Is assembly required No
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 30x4.5cm Frying Pan
Item weight 1.8 Kilograms
","Le Creuset 51112300010002 TNS 30x4.5cm Frying Pan, Aluminium
Frying Pan with Our Best-Ever Non-Stick Coating, now 4 x stronger* (* Independently laboratory tested for metal utensil abrasion resistance). Glass lid sold separately
6-layer construction including a 3-layer PFOA-free, reinforced non-stick coating, Metal utensil safe, Easy food release, No seasoning required
Everyday cooking on medium to low heat settings, Heats evenly with lasting heat retention, Seals food with delicious caramelised flavours
Easy to use and clean: Oven safe to 260°C, Suitable for all hob types (incl. induction), Ergonomic cast stainless steel handle, Easy-handwash, Dishwasher safe
Contents: 1 x Le Creuset Toughened Non-Stick Shallow Frying Pan, 1 x Care and Use Booklet, Ø 30 cm, Dimensions: 50.9 x 31.1 x 7.8 cm, Induction Base Ø : 23.7 cm, Weight: 1.43 kg, Colour: Black
Depth : 4 cm
","Product Dimensions 50.9 x 31.1 x 7.8 cm; 1.8 Kilograms
Item diameter 30 Centimetres
Dishwasher safe? Yes
Is assembly required No
Number of pieces 4
Warranty description Lifetime.
Batteries required No
Included components 1 x TNS 30x4.5cm Frying Pan
Item weight 1.8 Kilograms
",metal,other,1.8kg,other,50.9,31.1,7.8,lid;handle
"Durable Universal Oven Cooker Grill Pan Rack & Detachable Handle 380 x 280mm
Make sure this fits
by entering your model number.
Universal Oven Cooker Grill Pan Assembly.
High Quality Durable Lightweight Grill Pan Assembly and Detachable Handle.
Dimensions - 380 x 280mm.
Fits Many Models But Please Check Before Buying The Measurements Match Your Old Grill Pan or The Dimensions you Require or Your Oven.
Brand Zinc Products
Package Dimensions 41.7 x 29.5 x 6.5 cm; 1.26 Kilograms
Part Number ZNC-65
Colour Black
Batteries included? No
Batteries Required? No
Item Weight 1.26 kg
","Durable Universal Oven Cooker Grill Pan Rack & Detachable Handle 380 x 280mm
Make sure this fits
by entering your model number.
Universal Oven Cooker Grill Pan Assembly.
High Quality Durable Lightweight Grill Pan Assembly and Detachable Handle.
Dimensions - 380 x 280mm.
Fits Many Models But Please Check Before Buying The Measurements Match Your Old Grill Pan or The Dimensions you Require or Your Oven.
","Brand Zinc Products
Package Dimensions 41.7 x 29.5 x 6.5 cm; 1.26 Kilograms
Part Number ZNC-65
Colour Black
Batteries included? No
Batteries Required? No
Item Weight 1.26 kg
",metal,black,1.26kg,other,41.7,29.5,6.5,handle;rack
"Tefal G119S444 Titanium Excel All-in-One Frying Pan, Black Stone Effect
Contains: All In One Pan; Glass Lid; Stainless Steel Steamer & Skimmer
Ultra-resistant Metal Utensil Safe Titanium non-stick coating
Suitable for all hobs including Induction
Versatile shape can be used as a pan, a pot, an oven dish, a baking dish and much more !
Oven Safe Up To 250°C
Brand Tefal
Model Number G119S444
Colour Black Stone Effect
Package Dimensions 59.4 x 35.79 x 17.2 cm; 3.95 Kilograms
Material Titanium
Special Features Covered
Item Weight 3.95 kg
","Tefal G119S444 Titanium Excel All-in-One Frying Pan, Black Stone Effect
Contains: All In One Pan; Glass Lid; Stainless Steel Steamer & Skimmer
Ultra-resistant Metal Utensil Safe Titanium non-stick coating
Suitable for all hobs including Induction
Versatile shape can be used as a pan, a pot, an oven dish, a baking dish and much more !
Oven Safe Up To 250°C
","Brand Tefal
Model Number G119S444
Colour Black Stone Effect
Package Dimensions 59.4 x 35.79 x 17.2 cm; 3.95 Kilograms
Material Titanium
Special Features Covered
Item Weight 3.95 kg
",metal,black,3.95kg,other,59.4,35.79,17.2,lid
"Home Icon Non Stick Granite 26cm Frying Pan Triple Ceramic Coating Induction Compatible Oven Safe Toxin Free
AVOID STICKY SITUATIONS: The Home Icon Copper Granite Frying Pan features a unique TRIPLE non stick coating, your fried eggs will slide onto your toast. Perfect for healthy cooking with little or no oil and fantastic for cooking pancakes and omelettes. This premium quality pan is hard wearing, well engineered and lightweight.
WORKS ON ALL HOBS: Compatible with all gas, electric and induction cooktops and stovetops. If using with an induction cooker we recommend an induction hob with a 18-19cm diameter. OVEN SAFE up to 260°.
SUPER EASY TO CLEAN: The amazing non stick coating makes cleaning straightforward, as any food that remains, (it rarely does) will wipe or rinse off easily.
CHEMICAL FREE: The non stick coating is eco friendly and does not include any chemicals, free from PFOA, lead, cadmium and PTFE’s.
3-YEAR WARRANTY: We are so confident in the performance of our non stick pan that it is backed by a 3 year guarantee. Before use, please read the care instructions carefully and season the pan. By following the recommended guidelines this non stick pan will offer incredibly longevity. Arrives in a stylish presentation box. We are a UK company who pride ourselves on quality customer service.
Brand Hime Icon
Colour Granite
Product Dimensions 47 x 26 x 4.5 cm; 890 Grams
Material Aluminium
Item Weight 890 g
","Home Icon Non Stick Granite 26cm Frying Pan Triple Ceramic Coating Induction Compatible Oven Safe Toxin Free
AVOID STICKY SITUATIONS: The Home Icon Copper Granite Frying Pan features a unique TRIPLE non stick coating, your fried eggs will slide onto your toast. Perfect for healthy cooking with little or no oil and fantastic for cooking pancakes and omelettes. This premium quality pan is hard wearing, well engineered and lightweight.
WORKS ON ALL HOBS: Compatible with all gas, electric and induction cooktops and stovetops. If using with an induction cooker we recommend an induction hob with a 18-19cm diameter. OVEN SAFE up to 260°.
SUPER EASY TO CLEAN: The amazing non stick coating makes cleaning straightforward, as any food that remains, (it rarely does) will wipe or rinse off easily.
CHEMICAL FREE: The non stick coating is eco friendly and does not include any chemicals, free from PFOA, lead, cadmium and PTFE’s.
3-YEAR WARRANTY: We are so confident in the performance of our non stick pan that it is backed by a 3 year guarantee. Before use, please read the care instructions carefully and season the pan. By following the recommended guidelines this non stick pan will offer incredibly longevity. Arrives in a stylish presentation box. We are a UK company who pride ourselves on quality customer service.
","Brand Hime Icon
Colour Granite
Product Dimensions 47 x 26 x 4.5 cm; 890 Grams
Material Aluminium
Item Weight 890 g
",metal,other,890g,other,47,26,4.5,other
"Kuyal Frying Pan with Non Stick Induction Base and Detachable Handle, Compatible with Gas & Electric Hobs 24cm Cast Aluminium Saute Wok
Brand Kuyal
Diameter 24 Centimetres
Has non-stick coating Yes
Dishwasher safe? No
24CM FRYING PAN – This frying pan is a kitchen must-have flat pan. It has a diameter of 24 cm, a height of 4.9 cm and a handle length of 18cm , the pan can be used for frying egg dishes, fish, vegetables, meat, fish and just about anything.
SUITABILITY - This pan suitable for cooking on electric hobs, gas hobs, induction hobs and hot plates. The stylish, black effect coating will complement any kitchen and is also scratch resistant, so your pan stays looking like new for longer.
CAST ALUMINUM COATED- The bottom of the pancake pan has a non-stick coating, the cooking process is convenient, quick and easy to clean. ( Note: The crepes pan is not dishwasher safe and should be washed by hand after use. Do not use sharp cleaning tools to avoid scratching the surface.)
FULLY DETACHABLE HANDLE- The handle has a firm grip for convenient holding and lifting. The detachable handle feature allows the use of the pan in the oven, (The handle cannot be put in the oven, please remove the handle). The hole on the handle allows hanging storage option.
CLASSY & ELEGANT DESIGN- The kuyal frying pans streamlined design integrated with ergonomic wood grain handle adds to its comfort, convenience and slip resistance during cooking.
Brand Kuyal
Package Dimensions 30.6 x 26 x 6.1 cm; 1 Kilograms
Diameter 24 Centimetres
Item Weight 1 kg
","Kuyal Frying Pan with Non Stick Induction Base and Detachable Handle, Compatible with Gas & Electric Hobs 24cm Cast Aluminium Saute Wok
24CM FRYING PAN – This frying pan is a kitchen must-have flat pan. It has a diameter of 24 cm, a height of 4.9 cm and a handle length of 18cm , the pan can be used for frying egg dishes, fish, vegetables, meat, fish and just about anything.
SUITABILITY - This pan suitable for cooking on electric hobs, gas hobs, induction hobs and hot plates. The stylish, black effect coating will complement any kitchen and is also scratch resistant, so your pan stays looking like new for longer.
CAST ALUMINUM COATED- The bottom of the pancake pan has a non-stick coating, the cooking process is convenient, quick and easy to clean. ( Note: The crepes pan is not dishwasher safe and should be washed by hand after use. Do not use sharp cleaning tools to avoid scratching the surface.)
FULLY DETACHABLE HANDLE- The handle has a firm grip for convenient holding and lifting. The detachable handle feature allows the use of the pan in the oven, (The handle cannot be put in the oven, please remove the handle). The hole on the handle allows hanging storage option.
CLASSY & ELEGANT DESIGN- The kuyal frying pans streamlined design integrated with ergonomic wood grain handle adds to its comfort, convenience and slip resistance during cooking.
","Brand Kuyal
Diameter 24 Centimetres
Has non-stick coating Yes
Dishwasher safe? No
Brand Kuyal
Package Dimensions 30.6 x 26 x 6.1 cm; 1 Kilograms
Diameter 24 Centimetres
Item Weight 1 kg
",metal,other,1kg,other,30.6,26,6.1,handle
"Professional Paella Pan or Frying Pan - Kitchen, Home Essentials - For Sautéing, Roasting, Broiling - 40cm Aluminium Skillet- Stainless Steel Base - German GREBLON Non-Stick Ceramic Reinforced Coating
Model name Paella pan Grill frying pan
Material Aluminium
Brand INTIGNIS
Diameter 40 Centimetres
Colour Black
Item dimensions L x W x H 40 x 40 x 5.5 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
🥘 Better Cookware Better Life, Health & Favourable Cooking, Made of Robust Cast Aluminium (Light Weight), Ceramic Reinforced Coating on the inside that will never Wrap or buckle with a non-stick coating for low fat cooking and easy cleaning. Queen of the Kitchen
🥘 FOR THE PERFECT PAELLA - Did you know that paella is named after the pan - the Paellera - in which the Spanish dish is cooked? Our 40cm pan is wide and flat to allow your rice to cook perfectly!
🥘 A VERSATILE KITCHEN TOOL - Our non stick Frying pan can be used in a variety of ways. Other than cooking paella, use it to whip up an omelette, to make pancakes, or to sautee garlic, onions, veggies.
🥘 GREBLON NON-STICK TECHNOLOGY - Our frying pans come with a German Greblon non-Stick C3+ Ceramic reinforce Coating, that prevents any sticking as you cook. Watch your food slide easily on and off the surface!
🥘 POP IT IN THE OVEN - Our Non stick Paella Pan is oven-safe. Whip up your favourite baked dishes in this Aluminium Pan without worrying about the oven melting the material. Silicon Handles are provided to move Paella from hob to oven to Dinner Table Directly.
🥘 HEAVY-DUTY COOKWARE - Made with durable, reliable, and top-notch, Cast Aluminium our frying pan will last your kitchen a long time. Corrosion, abrasion, or rust don't stand a chance!
🥘 COMPATIBILITY: - Induction, Gas, Electric, Open Fire, Ceramic, Cooker hob Safe, Dishwasher safe.
Brand INTIGNIS
Model Number 1
Colour Black
Product Dimensions 40 x 40 x 5.5 cm; 2 Kilograms
Diameter 40 Centimetres
Material Aluminium
Item Weight 2 kg
","Professional Paella Pan or Frying Pan - Kitchen, Home Essentials - For Sautéing, Roasting, Broiling - 40cm Aluminium Skillet- Stainless Steel Base - German GREBLON Non-Stick Ceramic Reinforced Coating
🥘 Better Cookware Better Life, Health & Favourable Cooking, Made of Robust Cast Aluminium (Light Weight), Ceramic Reinforced Coating on the inside that will never Wrap or buckle with a non-stick coating for low fat cooking and easy cleaning. Queen of the Kitchen
🥘 FOR THE PERFECT PAELLA - Did you know that paella is named after the pan - the Paellera - in which the Spanish dish is cooked? Our 40cm pan is wide and flat to allow your rice to cook perfectly!
🥘 A VERSATILE KITCHEN TOOL - Our non stick Frying pan can be used in a variety of ways. Other than cooking paella, use it to whip up an omelette, to make pancakes, or to sautee garlic, onions, veggies.
🥘 GREBLON NON-STICK TECHNOLOGY - Our frying pans come with a German Greblon non-Stick C3+ Ceramic reinforce Coating, that prevents any sticking as you cook. Watch your food slide easily on and off the surface!
🥘 POP IT IN THE OVEN - Our Non stick Paella Pan is oven-safe. Whip up your favourite baked dishes in this Aluminium Pan without worrying about the oven melting the material. Silicon Handles are provided to move Paella from hob to oven to Dinner Table Directly.
🥘 HEAVY-DUTY COOKWARE - Made with durable, reliable, and top-notch, Cast Aluminium our frying pan will last your kitchen a long time. Corrosion, abrasion, or rust don't stand a chance!
🥘 COMPATIBILITY: - Induction, Gas, Electric, Open Fire, Ceramic, Cooker hob Safe, Dishwasher safe.
","Model name Paella pan Grill frying pan
Material Aluminium
Brand INTIGNIS
Diameter 40 Centimetres
Colour Black
Item dimensions L x W x H 40 x 40 x 5.5 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand INTIGNIS
Model Number 1
Colour Black
Product Dimensions 40 x 40 x 5.5 cm; 2 Kilograms
Diameter 40 Centimetres
Material Aluminium
Item Weight 2 kg
",metal,black,2kg,other,40,40,5.5,handle
"Griddle Pan with Lid NonStick - Die Cast Aluminium Induction Hob Skillet with Glass Lid – Ideal for Grilling, Oven Friendly – Grill Steak and Veggies - 2.33L 28cm Wonder Pan by Nuovva
Material Cast Aluminium, Aluminium
Brand Nuovva
Diameter 28 Centimetres
Capacity 2.33 litres
Has non-stick coating Yes
Is oven safe Yes
IDEAL FOR ANY KITCHEN: Looking for a way of keeping your meals delicious and carb-smart without compromising on taste? The NUOVVA griddle pan is the perfect solution for cooking your meats and veggies with minimal grease or oil!
PREMIUM QUALITY & LONG-LASTING: This grill pan is made with finest quality anodized die cast aluminium and glass lid, a combination of food-grade materials which is easy to wash, 100% safe and guaranteed to withstand the test of time.
NON-STICK & PRACTICAL: Unlike similar products on the market, this skillet pan features a non-stick surface and a glass lid with escape valve for excess pressure. The double handles ensure a non-slip ergonomic grip, while the 4,5cm depth keep your oven mess-free!
WIDELY COMPATIBLE: Whether for gas, ceramic, electric ovens, even on a camping fire, this induction pan set is compatible with most heating devices, having a heat resistance of up to 250°C.
HEALHTY COOKING: Use less oil and grease, keep your meals cholesterol and fat-low while still enjoying a delicious flavor with this premium quality non-stick pan which is ideal for cooking steaks, fish, chicken, seafood or even grilled veggies!
Brand Nuovva
Model Number 30703
Package Dimensions 31.3 x 30.8 x 7.1 cm; 1.85 Kilograms
Diameter 28 Centimetres
Capacity 2.33 litres
Material Cast Aluminium, Aluminium
Special Features Glass_Lid, Heavy_duty, Grill_Pan, Non-Stick
Item Weight 1.85 kg
","Griddle Pan with Lid NonStick - Die Cast Aluminium Induction Hob Skillet with Glass Lid – Ideal for Grilling, Oven Friendly – Grill Steak and Veggies - 2.33L 28cm Wonder Pan by Nuovva
IDEAL FOR ANY KITCHEN: Looking for a way of keeping your meals delicious and carb-smart without compromising on taste? The NUOVVA griddle pan is the perfect solution for cooking your meats and veggies with minimal grease or oil!
PREMIUM QUALITY & LONG-LASTING: This grill pan is made with finest quality anodized die cast aluminium and glass lid, a combination of food-grade materials which is easy to wash, 100% safe and guaranteed to withstand the test of time.
NON-STICK & PRACTICAL: Unlike similar products on the market, this skillet pan features a non-stick surface and a glass lid with escape valve for excess pressure. The double handles ensure a non-slip ergonomic grip, while the 4,5cm depth keep your oven mess-free!
WIDELY COMPATIBLE: Whether for gas, ceramic, electric ovens, even on a camping fire, this induction pan set is compatible with most heating devices, having a heat resistance of up to 250°C.
HEALHTY COOKING: Use less oil and grease, keep your meals cholesterol and fat-low while still enjoying a delicious flavor with this premium quality non-stick pan which is ideal for cooking steaks, fish, chicken, seafood or even grilled veggies!
","Material Cast Aluminium, Aluminium
Brand Nuovva
Diameter 28 Centimetres
Capacity 2.33 litres
Has non-stick coating Yes
Is oven safe Yes
Brand Nuovva
Model Number 30703
Package Dimensions 31.3 x 30.8 x 7.1 cm; 1.85 Kilograms
Diameter 28 Centimetres
Capacity 2.33 litres
Material Cast Aluminium, Aluminium
Special Features Glass_Lid, Heavy_duty, Grill_Pan, Non-Stick
Item Weight 1.85 kg
",metal,other,1.85kg,2.33L,31.3,30.8,7.1,lid;handle
"Morrisons Fry Pan
Brand MORRISONS
Item dimensions L x W x H 6 x 24.2 x 42.1 centimetres
Has non-stick coating Yes
With a non-stick, easy-clean Teflon coating
DuPont Teflon quality tested nonstick coatings
Easy clean, convenience and classic
Product Dimensions 6 x 24.2 x 42.1 cm; 510 Grams
Item model number 104385945
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Morrisons
","Morrisons Fry Pan
With a non-stick, easy-clean Teflon coating
DuPont Teflon quality tested nonstick coatings
Easy clean, convenience and classic
","Brand MORRISONS
Item dimensions L x W x H 6 x 24.2 x 42.1 centimetres
Has non-stick coating Yes
Product Dimensions 6 x 24.2 x 42.1 cm; 510 Grams
Item model number 104385945
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Morrisons
",metal,other,510g,other,6,24.2,42.1,other
"Tower Cerastone T81232 Forged Frying Pan with Non-Stick Coating and Soft Touch Handles, 24 cm, Graphite
Material Aluminium
Brand Tower
Diameter 24.6 Centimetres
Colour Graphite
Item dimensions L x W x H 43.3 x 24 x 5.3 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
CERASTONE COATING - features a superior multi-layered ceramic stone construction with non-stick qualities, using less oil for virtually fat free cooking
QUALITY CONSTRUCTION - forged aluminium body preserves the heat for rapid cooking and provides added durability
STAY COOL HANDLE - the soft touch phenolic handle offers a safe and comfortable grip to ensure quality performance
BONDED STEEL BASE - provides even heat distribution for better cooking results and is suitable for all hob types
5 YEARS WARRANTY - get a total of 5 years peace of mind in the event of fault with the product
Brand Tower
Model Number T81232
Colour Graphite
Product Dimensions 43.3 x 24 x 5.3 cm; 650 Grams
Diameter 24.6 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Bonded Steel Base, Heat Resistant Graphite Exterior, Non-stick Interior, Aluminium Body, Stay Cool Handle
Item Weight 650 g
","Tower Cerastone T81232 Forged Frying Pan with Non-Stick Coating and Soft Touch Handles, 24 cm, Graphite
CERASTONE COATING - features a superior multi-layered ceramic stone construction with non-stick qualities, using less oil for virtually fat free cooking
QUALITY CONSTRUCTION - forged aluminium body preserves the heat for rapid cooking and provides added durability
STAY COOL HANDLE - the soft touch phenolic handle offers a safe and comfortable grip to ensure quality performance
BONDED STEEL BASE - provides even heat distribution for better cooking results and is suitable for all hob types
5 YEARS WARRANTY - get a total of 5 years peace of mind in the event of fault with the product
","Material Aluminium
Brand Tower
Diameter 24.6 Centimetres
Colour Graphite
Item dimensions L x W x H 43.3 x 24 x 5.3 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Tower
Model Number T81232
Colour Graphite
Product Dimensions 43.3 x 24 x 5.3 cm; 650 Grams
Diameter 24.6 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Bonded Steel Base, Heat Resistant Graphite Exterior, Non-stick Interior, Aluminium Body, Stay Cool Handle
Item Weight 650 g
",metal,other,650g,other,43.3,24,5.3,handle
