Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Bitcoin BTC Coffee/Tea Mug - 350ml / 12 oz, Coloured Inside, Gift, Crypto Mug
Features full colour sublimation Bitcoin logo on both sides, dishwasher and microwave safe.
100% pure white ceramic mug with Orange inside - great gift idea for Crypto coffee addicts who will appreciate for years, especially as wealthy degenerates.
Packed in a durable box and guaranteed high quality 350ml / 12 ounces iconic Bitcoin design on both sides.
Great mug for the “shut-in” crypto investor and enthusiast. No need to go outside anymore! Bore your friends with coffee as well as constant Bitcoin talk – no escape.
Perfect gift for birthday, anniversary, wedding, retirement, graduation, friendship or Secret Santa – or to commiserate another 40% pullback.
Brand The Urban Element
Package Dimensions 11.9 x 10.4 x 8.8 cm; 360 Grams
Capacity 350 Millilitres
Item Weight 360 g
","Bitcoin BTC Coffee/Tea Mug - 350ml / 12 oz, Coloured Inside, Gift, Crypto Mug
Features full colour sublimation Bitcoin logo on both sides, dishwasher and microwave safe.
100% pure white ceramic mug with Orange inside - great gift idea for Crypto coffee addicts who will appreciate for years, especially as wealthy degenerates.
Packed in a durable box and guaranteed high quality 350ml / 12 ounces iconic Bitcoin design on both sides.
Great mug for the “shut-in” crypto investor and enthusiast. No need to go outside anymore! Bore your friends with coffee as well as constant Bitcoin talk – no escape.
Perfect gift for birthday, anniversary, wedding, retirement, graduation, friendship or Secret Santa – or to commiserate another 40% pullback.
","Brand The Urban Element
Package Dimensions 11.9 x 10.4 x 8.8 cm; 360 Grams
Capacity 350 Millilitres
Item Weight 360 g
",ceramic,other,360g,350ml;12oz,11.9,10.4,8.8,other
"Tealyra - Sumo Ceramic Purple - Tea Cup Infuser - 400ml - Small Mug with Lid and Stainless Steel Filter for Loose Leaf Tea - Tea-for-One
Material Ceramic
Colour Purple
Brand Tealyra
Capacity 13.5 Fluid Ounces
FOR TEA LOVERS. If you are a fan of tea, then, probably, the drink from the sachets will not satisfy you. Do you want to enjoy the most delicious and flavorous freshly brewed tea at home or at work? Use our tea cup with lid to brew a large portion of the drink per person (capacity - 13.5oz / 400ml).
EXCELLENT FUNCTIONALITY. Tealyra Sumo tea cup with lid is made of high-fiPurple ceramic, which allows it be heat-resistant up to 120C / 240F. Removable infuser is made of stainless steel, so it is durable and wear-resistant. You can wash the tea infuser mug in the dishwasher, and after removing the metal infuser the cup can be used in the microwave oven.
THE SIMPLEST USAGE. Fill the tea leaves into a mesh of our tea mug with infuser, put the mesh into a cup and pour the water of the necessary temperature (depending on the sort of tea), close the big tea cup with a lid and let the tea brew. Then open the lid and pull out the infuser with the leaves.
ATTRACTIVE DESIGN. Tealyra Sumo ceramic tea mug looks simple and stylish. We offer a giant teacup in such colors: Black, Purple, Lime, Orange, Purple, Turquoise, White, and Yellow.
GREAT GIFT. Are you looking for an original and useful gift for a friend, colleague or relative? How about giving a friend or a loved one an opportunity to enjoy tasty and flavorous freshly brewed tea (at home or in the office) every day? Best tea mug from Tealyra is always a good idea for any holiday and for any occasion.
Brand Tealyra
Colour Purple
Package Dimensions 14.4 x 13.7 x 12 cm; 640 Grams
Capacity 13.5 Fluid Ounces
Material Ceramic
Item Weight 640 g
","Tealyra - Sumo Ceramic Purple - Tea Cup Infuser - 400ml - Small Mug with Lid and Stainless Steel Filter for Loose Leaf Tea - Tea-for-One
FOR TEA LOVERS. If you are a fan of tea, then, probably, the drink from the sachets will not satisfy you. Do you want to enjoy the most delicious and flavorous freshly brewed tea at home or at work? Use our tea cup with lid to brew a large portion of the drink per person (capacity - 13.5oz / 400ml).
EXCELLENT FUNCTIONALITY. Tealyra Sumo tea cup with lid is made of high-fiPurple ceramic, which allows it be heat-resistant up to 120C / 240F. Removable infuser is made of stainless steel, so it is durable and wear-resistant. You can wash the tea infuser mug in the dishwasher, and after removing the metal infuser the cup can be used in the microwave oven.
THE SIMPLEST USAGE. Fill the tea leaves into a mesh of our tea mug with infuser, put the mesh into a cup and pour the water of the necessary temperature (depending on the sort of tea), close the big tea cup with a lid and let the tea brew. Then open the lid and pull out the infuser with the leaves.
ATTRACTIVE DESIGN. Tealyra Sumo ceramic tea mug looks simple and stylish. We offer a giant teacup in such colors: Black, Purple, Lime, Orange, Purple, Turquoise, White, and Yellow.
GREAT GIFT. Are you looking for an original and useful gift for a friend, colleague or relative? How about giving a friend or a loved one an opportunity to enjoy tasty and flavorous freshly brewed tea (at home or in the office) every day? Best tea mug from Tealyra is always a good idea for any holiday and for any occasion.
","Material Ceramic
Colour Purple
Brand Tealyra
Capacity 13.5 Fluid Ounces
Brand Tealyra
Colour Purple
Package Dimensions 14.4 x 13.7 x 12 cm; 640 Grams
Capacity 13.5 Fluid Ounces
Material Ceramic
Item Weight 640 g
",ceramic,purple,640g,400ml;13.5oz,14.4,13.7,12,lid;cup;filter
"SULIVES Mug with Infuser and Lid - Glass Tea Cup with Stainless Steel Infuser Basket Green 400ml/13.5oz
Material Glass, Borosilicate Glass
Colour Green
Brand SULIVES
Capacity 400 Millilitres
PREMIUM MATERIAL - Made with high quality borosilicate glass, strong and sturdy, can withstand temperature from -10 ~ 160°C
STAINLESS STEEL INFUSER - Stainless steel lid with edges wrapped in heat resistant silicone to give your tea mug a nice seal to maintain the ideal steeping temperature. this silicone band prevents chipping the rim, and keeps the edges cool for easy removal after brewing!
EASY TO CARRY AND WASH - The tea cup holds 13.5 oz, Perfect size for carry when work in office, home uses or travel . The glass mug is comprised of three detachable pieces, can be disassembled and cleaned easily. Dishwasher safe but recommend to wash it by hand. please clean and dry the filter with sponge or soft cloth to keep stainless steel clean and sanitary.
FOR TEA LOVERS - If you are a fan of tea, then, probably, the drink from the sachets will not satisfy you. Do you want to enjoy the most delicious and flavorous freshly brewed tea at home or at work? Use our tea cup with lid to brew a large portion of the drink per person (capacity - 13.5oz / 400ml).
Customer Service: In Order To Ensure The Quality Of The Products, Please Be Sure To Buy From The Sulives Store. If You Have Any Questions After Receiving The Goods, Please Feel Free To Contact Us By Email And We Will Provide a Solution.
Brand SULIVES
Colour Green
Package Dimensions 15.4 x 11.8 x 9 cm; 340 Grams
Capacity 400 Millilitres
Material Glass, Borosilicate Glass
Item Weight 340 g
","SULIVES Mug with Infuser and Lid - Glass Tea Cup with Stainless Steel Infuser Basket Green 400ml/13.5oz
PREMIUM MATERIAL - Made with high quality borosilicate glass, strong and sturdy, can withstand temperature from -10 ~ 160°C
STAINLESS STEEL INFUSER - Stainless steel lid with edges wrapped in heat resistant silicone to give your tea mug a nice seal to maintain the ideal steeping temperature. this silicone band prevents chipping the rim, and keeps the edges cool for easy removal after brewing!
EASY TO CARRY AND WASH - The tea cup holds 13.5 oz, Perfect size for carry when work in office, home uses or travel . The glass mug is comprised of three detachable pieces, can be disassembled and cleaned easily. Dishwasher safe but recommend to wash it by hand. please clean and dry the filter with sponge or soft cloth to keep stainless steel clean and sanitary.
FOR TEA LOVERS - If you are a fan of tea, then, probably, the drink from the sachets will not satisfy you. Do you want to enjoy the most delicious and flavorous freshly brewed tea at home or at work? Use our tea cup with lid to brew a large portion of the drink per person (capacity - 13.5oz / 400ml).
Customer Service: In Order To Ensure The Quality Of The Products, Please Be Sure To Buy From The Sulives Store. If You Have Any Questions After Receiving The Goods, Please Feel Free To Contact Us By Email And We Will Provide a Solution.
","Material Glass, Borosilicate Glass
Colour Green
Brand SULIVES
Capacity 400 Millilitres
Brand SULIVES
Colour Green
Package Dimensions 15.4 x 11.8 x 9 cm; 340 Grams
Capacity 400 Millilitres
Material Glass, Borosilicate Glass
Item Weight 340 g
",glass,green,340g,400ml;13.5oz,15.4,11.8,9,lid;cup;filter
"SULIVES Tea Cup with Lid,Porcelain Tea Mug with Stainless Steel Infuser, Gradient Large Ceramic Teacup, Perfect for Office and Home Use, Black, Navy Blue 400ml
Material Porcelain, Wood, Stainless Steel, Ceramic
Colour Dark Blue-
Brand SULIVES
Capacity 400 Millilitres
Easy to clean: The upgraded cup is covered with a smooth glaze, which is stain-resistant and not easy to stain, and is easy to clean. It can be used in a dishwasher.
Simple operation method: take an appropriate amount of tea leaves into the filter, put the filter into a cup, add appropriate hot water, wait for 1 to 2 minutes.
Intimate design: Covering the lid can well prevent dust, etc. from entering the cup, and maintain the temperature of the tea soup. The inverted lid can serve as a tray for the filter to avoid wetting the table.
Insulated Wooden Handle:The slightly slanted wooden handle has a good heat insulation effect to prevent burns, and the matte touch makes the grip comfortable and avoids taking off your hand.
Reliable service guarantee: Efficient FBA logistics distribution, good packaging to ensure the safety of the goods during transportation, if there is any quality problem of the goods, you can contact customer service to get the perfect solution.
Brand SULIVES
Colour Dark Blue-
Package Dimensions 14 x 12.1 x 9.4 cm; 520 Grams
Capacity 400 Millilitres
Material Porcelain, Wood, Stainless Steel, Ceramic
Item Weight 520 g
","SULIVES Tea Cup with Lid,Porcelain Tea Mug with Stainless Steel Infuser, Gradient Large Ceramic Teacup, Perfect for Office and Home Use, Black, Navy Blue 400ml
Easy to clean: The upgraded cup is covered with a smooth glaze, which is stain-resistant and not easy to stain, and is easy to clean. It can be used in a dishwasher.
Simple operation method: take an appropriate amount of tea leaves into the filter, put the filter into a cup, add appropriate hot water, wait for 1 to 2 minutes.
Intimate design: Covering the lid can well prevent dust, etc. from entering the cup, and maintain the temperature of the tea soup. The inverted lid can serve as a tray for the filter to avoid wetting the table.
Insulated Wooden Handle:The slightly slanted wooden handle has a good heat insulation effect to prevent burns, and the matte touch makes the grip comfortable and avoids taking off your hand.
Reliable service guarantee: Efficient FBA logistics distribution, good packaging to ensure the safety of the goods during transportation, if there is any quality problem of the goods, you can contact customer service to get the perfect solution.
","Material Porcelain, Wood, Stainless Steel, Ceramic
Colour Dark Blue-
Brand SULIVES
Capacity 400 Millilitres
Brand SULIVES
Colour Dark Blue-
Package Dimensions 14 x 12.1 x 9.4 cm; 520 Grams
Capacity 400 Millilitres
Material Porcelain, Wood, Stainless Steel, Ceramic
Item Weight 520 g
",other,blue,520g,400ml,14,12.1,9.4,lid;handle;cup;filter
"NEWANOVI Ceramic Cup Smooth Frosted Porcelain Mug, Coffee Mugs, Tea Cup, for Office and Home, Health Gift, Maximum Capacity 16.9oz, Pink
Material Ceramic
Colour Pink
Brand NEWANOVI
Item weight 500 Grams
Capacity 500 Millilitres
【HUMANIZED AND FASHION DESIGN】- NEWANOVI ceramic cup with ergonomic handle provide you the most comfortable grip, stable base for safe using. Smooth rim make you drinking comfortably. The fashion design add a splash of color to your home and office. It is also perfect to welcome guest.
【SUPERIOR QUALITY】- NEWANOVI mug cup is sturdy and durable with fine workmanship. Easy in cleaning, fired in high temperature, not easy to be broken, goes safe in dishwasher and Microwave.
【SAFE AND HEALTHY MATERIAL】- This porcelain mugs is made of high-grade china, FDA certified, lead and cadmium free, non-toxic and harmless. Allows you to use with confidence.
【MULTIPLE USAGES】- This porcelain mugs can hold 16.9 ounce drinks, Perfect for enjoying your coffee, tea, cocoa, hot chocolate or other hot and cold drinks. A great gift for birthday, Christmas, new year, anniversary, wedding, retirements, engagement, graduation, housewarming or other festivals.
【PACKAGE】- The package include a pink Ceramic cup. Offering each customer the best products and service is our mission. we're including a 100% MONEY-BACK GUARANTEE with your purchase. If you received any broken items or have any doubt about the product, Please email us.
Brand NEWANOVI
Colour Pink
Package Dimensions 15.7 x 15.1 x 12.9 cm; 500 Grams
Capacity 500 Millilitres
Material Ceramic
Item Weight 500 g
","NEWANOVI Ceramic Cup Smooth Frosted Porcelain Mug, Coffee Mugs, Tea Cup, for Office and Home, Health Gift, Maximum Capacity 16.9oz, Pink
【HUMANIZED AND FASHION DESIGN】- NEWANOVI ceramic cup with ergonomic handle provide you the most comfortable grip, stable base for safe using. Smooth rim make you drinking comfortably. The fashion design add a splash of color to your home and office. It is also perfect to welcome guest.
【SUPERIOR QUALITY】- NEWANOVI mug cup is sturdy and durable with fine workmanship. Easy in cleaning, fired in high temperature, not easy to be broken, goes safe in dishwasher and Microwave.
【SAFE AND HEALTHY MATERIAL】- This porcelain mugs is made of high-grade china, FDA certified, lead and cadmium free, non-toxic and harmless. Allows you to use with confidence.
【MULTIPLE USAGES】- This porcelain mugs can hold 16.9 ounce drinks, Perfect for enjoying your coffee, tea, cocoa, hot chocolate or other hot and cold drinks. A great gift for birthday, Christmas, new year, anniversary, wedding, retirements, engagement, graduation, housewarming or other festivals.
【PACKAGE】- The package include a pink Ceramic cup. Offering each customer the best products and service is our mission. we're including a 100% MONEY-BACK GUARANTEE with your purchase. If you received any broken items or have any doubt about the product, Please email us.
","Material Ceramic
Colour Pink
Brand NEWANOVI
Item weight 500 Grams
Capacity 500 Millilitres
Brand NEWANOVI
Colour Pink
Package Dimensions 15.7 x 15.1 x 12.9 cm; 500 Grams
Capacity 500 Millilitres
Material Ceramic
Item Weight 500 g
",ceramic,pink,500g,500ml;16.9oz,15.7,15.1,12.9,handle;cup
"Contigo West Loop Autoseal
Material Stainless Steel
Colour Latte
Brand Contigo
Item weight 320 Grams
Capacity 470 Millilitres
Theme Alphabets
Item dimensions L x W x H 8 x 9 x 20.5 centimetres
100 Percent sealed: Autoseal technology automatically seals between sips to prevent leaks and spills; lid-lock prevents the autoseal button from accidently being pushed while on-the-go
Ice cold or piping hot: Thermalock double-wall vacuum insulation keeps temperatures locked in for hours; drinks stay hot up to 5 hours or cold up to 12 hours, on the go, in the office or outdoors
Easy to clean: Dishwasher-safe lid hinges open completely for easy cleaning (one piece, no separate parts to take apart or misplace); hand wash vacuum flask body
Ideal fit: The thermal mug provides easy and convenient one-handed drinking for both left- and right-handed users, and fits most car cup-holders: size 8 x 9 x 20.5 cm; capacity 470 ml; weight 340 g
Color Latte
Size WEST LOOP LATTE
Style 2019 Model
Height 5 centimetres
Material type Stainless Steel
Number of pieces 1
Batteries included? No
Brand Contigo
Department Unisex
Manufacturer Contigo
Item model number 2095796
Product Dimensions 8 x 9 x 20.5 cm; 320 Grams
ASIN B07TRG2Y58
","Contigo West Loop Autoseal
100 Percent sealed: Autoseal technology automatically seals between sips to prevent leaks and spills; lid-lock prevents the autoseal button from accidently being pushed while on-the-go
Ice cold or piping hot: Thermalock double-wall vacuum insulation keeps temperatures locked in for hours; drinks stay hot up to 5 hours or cold up to 12 hours, on the go, in the office or outdoors
Easy to clean: Dishwasher-safe lid hinges open completely for easy cleaning (one piece, no separate parts to take apart or misplace); hand wash vacuum flask body
Ideal fit: The thermal mug provides easy and convenient one-handed drinking for both left- and right-handed users, and fits most car cup-holders: size 8 x 9 x 20.5 cm; capacity 470 ml; weight 340 g
","Material Stainless Steel
Colour Latte
Brand Contigo
Item weight 320 Grams
Capacity 470 Millilitres
Theme Alphabets
Item dimensions L x W x H 8 x 9 x 20.5 centimetres
Color Latte
Size WEST LOOP LATTE
Style 2019 Model
Height 5 centimetres
Material type Stainless Steel
Number of pieces 1
Batteries included? No
Brand Contigo
Department Unisex
Manufacturer Contigo
Item model number 2095796
Product Dimensions 8 x 9 x 20.5 cm; 320 Grams
ASIN B07TRG2Y58
",metal,other,320g,470ml,8,9,20.5,lid;cup;lock
"HapiLeap 3D Pure Hand-Painted Cute Animal Ceramic Coffee Mug Coffee Cup (Giraffe)
Material Ceramic
Colour Yellow
Brand HapiLeap
Item weight 0.57 Pounds
Capacity 400 Millilitres
Theme Religious
Item dimensions L x W x H 15.4 x 13.6 x 9.4 centimetres
★ CREATIVE DESIGN - Funny creative cute animal design coffee mug. It is semi handmade from high quality ceramic,eco-friedly and poisonless.
★ SMOOTH SUFFACU AND FIRM BOTTOM - Smooth surface and comfortable weight. Easy and convenient for you to hold when drinking. 12 Oz capacity, suitable for morning coffee, milk, tea, juice, etc.
★ A LOVELY ADDITION - Cool and adorable. This novelty coffee mugs will be a new beautiful addition on your desktop. Creative cute animal mug design evokes your imagination and inspires you to start the day well, have more fun when drinking your coffee or favorite beverage.
★ BEST GIFTS MUG - Do you have friends or family members who are crazy at animals? It is one of the best gifts for Mom or Dad, Grandma or Grandpa, your husband or your boyfriend. They'll feel you try to find something special by heart. A perfect gift with best wishes! If you are married, it is an exquisite birthday gift for your son and daughter too.
★ HEALTH AND SAFE - Dishwasher safe but not microwave safe. High-quality ceramic material, smooth and fragile, anti-deterioration. Very unique and practical in everyday use. Enjoy this creative design and craftsmanship by World Market.
Brand HapiLeap
Model Number Unknown
Colour Yellow
Product Dimensions 15.39 x 13.59 x 9.4 cm; 258.55 Grams
Capacity 400 Millilitres
Material Ceramic
Item Weight 259 g
","HapiLeap 3D Pure Hand-Painted Cute Animal Ceramic Coffee Mug Coffee Cup (Giraffe)
★ CREATIVE DESIGN - Funny creative cute animal design coffee mug. It is semi handmade from high quality ceramic,eco-friedly and poisonless.
★ SMOOTH SUFFACU AND FIRM BOTTOM - Smooth surface and comfortable weight. Easy and convenient for you to hold when drinking. 12 Oz capacity, suitable for morning coffee, milk, tea, juice, etc.
★ A LOVELY ADDITION - Cool and adorable. This novelty coffee mugs will be a new beautiful addition on your desktop. Creative cute animal mug design evokes your imagination and inspires you to start the day well, have more fun when drinking your coffee or favorite beverage.
★ BEST GIFTS MUG - Do you have friends or family members who are crazy at animals? It is one of the best gifts for Mom or Dad, Grandma or Grandpa, your husband or your boyfriend. They'll feel you try to find something special by heart. A perfect gift with best wishes! If you are married, it is an exquisite birthday gift for your son and daughter too.
★ HEALTH AND SAFE - Dishwasher safe but not microwave safe. High-quality ceramic material, smooth and fragile, anti-deterioration. Very unique and practical in everyday use. Enjoy this creative design and craftsmanship by World Market.
","Material Ceramic
Colour Yellow
Brand HapiLeap
Item weight 0.57 Pounds
Capacity 400 Millilitres
Theme Religious
Item dimensions L x W x H 15.4 x 13.6 x 9.4 centimetres
Brand HapiLeap
Model Number Unknown
Colour Yellow
Product Dimensions 15.39 x 13.59 x 9.4 cm; 258.55 Grams
Capacity 400 Millilitres
Material Ceramic
Item Weight 259 g
",ceramic,yellow,259g,400ml;12oz,15.4,13.6,9.4,cup
"Game of Thrones Heat Changing Latte Mug | Winter is Coming | 500ml
Material Ceramic
Colour Black
Brand Game of Thrones
Item weight 0.5 Kilograms
Capacity 500 Millilitres
Item dimensions L x W x H 12.5 x 8.5 x 15.5 centimetres
Officially licensed Game of Thrones merchandise by Half Moon Bay
Design features the Night King, the leader of the White Walkers
Add hot liquid to transform the design
500ml - 12.5 (w) x 15.5 (h) x 8.5 (d) cm
Not dishwasher or microwave safe
Brand Game of Thrones
Model Number MUGLGT01
Colour Black
Product Dimensions 12.5 x 8.5 x 15.5 cm; 500 Grams
Capacity 500 Millilitres
Material Ceramic
Auto Shutoff No
Special Features Heat sensitive
Item Weight 500 g
","Game of Thrones Heat Changing Latte Mug | Winter is Coming | 500ml
Officially licensed Game of Thrones merchandise by Half Moon Bay
Design features the Night King, the leader of the White Walkers
Add hot liquid to transform the design
500ml - 12.5 (w) x 15.5 (h) x 8.5 (d) cm
Not dishwasher or microwave safe
","Material Ceramic
Colour Black
Brand Game of Thrones
Item weight 0.5 Kilograms
Capacity 500 Millilitres
Item dimensions L x W x H 12.5 x 8.5 x 15.5 centimetres
Brand Game of Thrones
Model Number MUGLGT01
Colour Black
Product Dimensions 12.5 x 8.5 x 15.5 cm; 500 Grams
Capacity 500 Millilitres
Material Ceramic
Auto Shutoff No
Special Features Heat sensitive
Item Weight 500 g
",ceramic,black,500g,500ml,12.5,8.5,15.5,other
"Out of the Blue"" Camera Lens Mug with Stainless Steel Insert, Black, 9 x 9 x 15 cm
Material Plastic
Colour Black
Brand Out of the blue
Item weight 0.24 Pounds
Capacity 350 Millilitres
Theme Alphabets
Item dimensions L x W x H 9 x 9 x 15 centimetres
plastic mug with stainless steel insert
design of camera lens
ca. 350ml capacity
Brand Out of the blue
Model Number 71/2761
Colour Black
Product Dimensions 9 x 9 x 15 cm; 108.86 Grams
Capacity 350 Millilitres
Material Plastic
Item Weight 109 g
","Out of the Blue"" Camera Lens Mug with Stainless Steel Insert, Black, 9 x 9 x 15 cm
plastic mug with stainless steel insert
design of camera lens
ca. 350ml capacity
","Material Plastic
Colour Black
Brand Out of the blue
Item weight 0.24 Pounds
Capacity 350 Millilitres
Theme Alphabets
Item dimensions L x W x H 9 x 9 x 15 centimetres
Brand Out of the blue
Model Number 71/2761
Colour Black
Product Dimensions 9 x 9 x 15 cm; 108.86 Grams
Capacity 350 Millilitres
Material Plastic
Item Weight 109 g
",plastic,black,109g,350ml,9,9,15,other
"AMACOAM Jujube Wood Cup, Wooden Cup Wooden Tea Set Cup Natural Wood Mug for Coffee Beer Tea Juice Milk (2pcs/set)
Material Wood
Brand AMACOAM
Capacity 200 Millilitres
Theme Alphabets
Wooden cup size: 8 * 7cm. Capacity: 101-200ml, Easy to hold and hard to slide.
100% handmade, exquisite hand finished, Manual polishing and painting, natural simplicity, round and smooth.
Material: grade A Jujube wood. Natural wooden, safe and environmentally friendly, reflection the quality of life.
Quantity: 2pcs/set, Note: Do not soak for a long time, otherwise easily deformed.
100% brand new and high quality, Amaoma 1 year quality guarantee.
Brand AMACOAM
Package Dimensions 16 x 8 x 7.4 cm; 180 Grams
Capacity 200 Millilitres
Material Wood
Item Weight 180 g
","AMACOAM Jujube Wood Cup, Wooden Cup Wooden Tea Set Cup Natural Wood Mug for Coffee Beer Tea Juice Milk (2pcs/set)
Wooden cup size: 8 * 7cm. Capacity: 101-200ml, Easy to hold and hard to slide.
100% handmade, exquisite hand finished, Manual polishing and painting, natural simplicity, round and smooth.
Material: grade A Jujube wood. Natural wooden, safe and environmentally friendly, reflection the quality of life.
Quantity: 2pcs/set, Note: Do not soak for a long time, otherwise easily deformed.
100% brand new and high quality, Amaoma 1 year quality guarantee.
","Material Wood
Brand AMACOAM
Capacity 200 Millilitres
Theme Alphabets
Brand AMACOAM
Package Dimensions 16 x 8 x 7.4 cm; 180 Grams
Capacity 200 Millilitres
Material Wood
Item Weight 180 g
",wood,other,180g,200ml,16,8,7.4,cup
"HASAGEI Travel Mug, Insulated Coffee Cup with Leakproof Lid - Vacuum Insulation Stainless Steel for Hot and Cold Water Coffee and Tea 380ml/13oz Black
Material Stainless Steel
Colour Black
Brand HASAGEI
Capacity 380 Millilitres
【Hot and cold preservation】HASAGEI insulated travel mug can keep the temperature to the greatest extent, and can keep hot/cold drinks for up to 6 hours. Pour hot or iced coffee into a coffee cup to keep it active throughout the day.
【Double-layer Stainless Steel Coffee Cup】Made of high-quality stainless steel, it is sturdy and durable, prevents the growth of bacteria, and keeps the beverage without peculiar smell.
【Perfect Details】HASAGEI coffee cup, with a safe and high-quality BPA-free lid, and has a high-quality silicone sealing ring; the bottom of the coffee cup is glued with a rubber bottom, which can effectively prevent the coffee cup from sliding and overturning.
【Various Uses】From juice to coffee, soda, beer and other beverages. Let you enjoy anytime, anywhere. The HASAGEI insulated travel mug is also a great gift for your family and friends.
【Functional Style】The stainless steel coffee cup has been carefully coated with powder matte, which is fashionable and timeless. It is suitable for work, school, travel, driving and other occasions. Two sizes for your choice (13oz/18oz).
Brand HASAGEI
Colour Black
Package Dimensions 15.8 x 9.8 x 9.4 cm; 290 Grams
Capacity 380 Millilitres
Material Stainless Steel
Item Weight 290 g
","HASAGEI Travel Mug, Insulated Coffee Cup with Leakproof Lid - Vacuum Insulation Stainless Steel for Hot and Cold Water Coffee and Tea 380ml/13oz Black
【Hot and cold preservation】HASAGEI insulated travel mug can keep the temperature to the greatest extent, and can keep hot/cold drinks for up to 6 hours. Pour hot or iced coffee into a coffee cup to keep it active throughout the day.
【Double-layer Stainless Steel Coffee Cup】Made of high-quality stainless steel, it is sturdy and durable, prevents the growth of bacteria, and keeps the beverage without peculiar smell.
【Perfect Details】HASAGEI coffee cup, with a safe and high-quality BPA-free lid, and has a high-quality silicone sealing ring; the bottom of the coffee cup is glued with a rubber bottom, which can effectively prevent the coffee cup from sliding and overturning.
【Various Uses】From juice to coffee, soda, beer and other beverages. Let you enjoy anytime, anywhere. The HASAGEI insulated travel mug is also a great gift for your family and friends.
【Functional Style】The stainless steel coffee cup has been carefully coated with powder matte, which is fashionable and timeless. It is suitable for work, school, travel, driving and other occasions. Two sizes for your choice (13oz/18oz).
","Material Stainless Steel
Colour Black
Brand HASAGEI
Capacity 380 Millilitres
Brand HASAGEI
Colour Black
Package Dimensions 15.8 x 9.8 x 9.4 cm; 290 Grams
Capacity 380 Millilitres
Material Stainless Steel
Item Weight 290 g
",metal,black,290g,380ml;18oz,15.8,9.8,9.4,lid;cup
"Pyramid Mug, Porcelain, Multicoloured, 11 oz/315 ml
Material Porcelain
Colour Multicoloured
Brand Pyramid
Item weight 0.3 Kilograms
Capacity 284 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Amazing Union Jack themed mug
Perfect gift for Union Jack fans.
Union Jack - Jack - mug
Brand Pyramid
Model Number MG22197
Colour Multicoloured
Product Dimensions 7.9 x 11 x 9.3 cm; 300 Grams
Capacity 284 Millilitres
Material Porcelain
Item Weight 300 g
","Pyramid Mug, Porcelain, Multicoloured, 11 oz/315 ml
Amazing Union Jack themed mug
Perfect gift for Union Jack fans.
Union Jack - Jack - mug
","Material Porcelain
Colour Multicoloured
Brand Pyramid
Item weight 0.3 Kilograms
Capacity 284 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Brand Pyramid
Model Number MG22197
Colour Multicoloured
Product Dimensions 7.9 x 11 x 9.3 cm; 300 Grams
Capacity 284 Millilitres
Material Porcelain
Item Weight 300 g
",other,other,300g,315ml;11oz,7.9,11,9.3,other
